county_name,fips_code,state_name,avgCasePerCapita,count
Clermont County,39025,Ohio,214.085410098522,812
Cleveland County,5025,Arkansas,224.74285591133,812
Cleveland County,37045,North Carolina,259.548967980296,812
Cleveland County,40027,Oklahoma,240.193625615764,812
Clinch County,13065,Georgia,257.265967980296,812
Clinton County,17027,Illinois,272.518259852217,812
Clinton County,18023,Indiana,242.73614408867,812
Clinton County,19045,Iowa,212.279226600985,812
Clinton County,21053,Kentucky,300.457424876847,812
Clinton County,26037,Michigan,229.33989408867,812
Clinton County,29049,Missouri,199.163437192118,812
Clinton County,36019,New York,179.368242610837,812
Clinton County,39027,Ohio,209.701183497537,812
Clinton County,42035,Pennsylvania,198.475030788177,812
Cloud County,20029,Kansas,205.067616995074,812
Coahoma County,28027,Mississippi,247.429910098522,812
Coal County,40029,Oklahoma,230.818886699507,812
Coamo Municipio,72043,Puerto Rico,90.5944655172414,812
Cobb County,13067,Georgia,197.09849137931,812
Cochise County,4003,Arizona,214.491800492611,812
Cochran County,48079,Texas,187.642773399015,812
Cocke County,47029,Tennessee,275.294390394089,812
Coconino County,4005,Arizona,261.49650862069,812
Codington County,46029,South Dakota,256.145668719212,812
Coffee County,1031,Alabama,222.720471674877,812
Coffee County,13069,Georgia,219.288836206897,812
Coffee County,47031,Tennessee,256.860119458128,812
Coffey County,20031,Kansas,239.333944581281,812
Coke County,48081,Texas,175.911645320197,812
Colbert County,1033,Alabama,253.96100862069,812
Cole County,29051,Missouri,225.476389162562,812
Coleman County,48083,Texas,155.556568965517,812
Coles County,17029,Illinois,259.493831280788,812
Colfax County,31037,Nebraska,118.219235221675,812
Colfax County,35007,New Mexico,163.849517241379,812
Colleton County,45029,South Carolina,200.966066502463,812
Collier County,12021,Florida,190.576939655172,812
Collin County,48085,Texas,176.144104679803,812
Collingsworth County,48087,Texas,151.452524630542,812
Colonial Heights City,51570,Virginia,233.898019704434,812
Colorado County,48089,Texas,147.418831280788,812
Colquitt County,13071,Georgia,208.08760591133,812
Columbia County,5027,Arkansas,193.845951970443,812
Columbia County,12023,Florida,254.386642857143,812
Columbia County,13073,Georgia,197.485668719212,812
Columbia County,36021,New York,145.442442118227,812
Columbia County,41009,Oregon,123.552580049261,812
Columbia County,42037,Pennsylvania,199.164865763547,812
Columbia County,53013,Washington,97.3478017241379,812
Columbia County,55021,Wisconsin,227.181353448276,812
Columbiana County,39029,Ohio,206.065573891626,812
Columbus County,37047,North Carolina,246.922208128079,812
Colusa County,6011,California,177.084495073892,812
Comal County,48091,Texas,186.965311576355,812
Comanche County,20033,Kansas,146.769035714286,812
Comanche County,40031,Oklahoma,235.479112068966,812
Comanche County,48093,Texas,218.685245073892,812
Comerío Municipio,72045,Puerto Rico,112.282443349754,812
Concho County,48095,Texas,267.629006157635,812
Concordia Parish,22029,Louisiana,207.503273399015,812
Conecuh County,1035,Alabama,189.622740147783,812
Conejos County,8021,Colorado,163.708290640394,812
Contra Costa County,6013,California,151.205162561576,812
Converse County,56009,Wyoming,187.072375615764,812
Conway County,5029,Arkansas,219.519717980296,812
Cook County,13075,Georgia,233.961618226601,812
Cook County,17031,Illinois,189.887768472906,812
Cook County,27031,Minnesota,56.5830775862069,812
Cooke County,48097,Texas,150.71631773399,812
Cooper County,29053,Missouri,195.852352216749,812
Coos County,33007,New Hampshire,187.321823891626,812
Coos County,41011,Oregon,141.732485221675,812
Coosa County,1037,Alabama,222.61728817734,812
Copiah County,28029,Mississippi,216.536410098522,812
Copper River Census Area,2066,Alaska,230.357582512315,812
Corozal Municipio,72047,Puerto Rico,146.354667487685,812
Corson County,46031,South Dakota,190.455694581281,812
Cortland County,36023,New York,193.010253694581,812
Coryell County,48099,Texas,197.943261083744,812
Coshocton County,39031,Ohio,183.595110837438,812
Costilla County,8023,Colorado,99.7388115763547,812
Cottle County,48101,Texas,76.5520061576355,812
Cotton County,40033,Oklahoma,195.814121921182,812
Cottonwood County,27033,Minnesota,235.184713054187,812
Covington City,51580,Virginia,163.714406403941,812
Covington County,1039,Alabama,214.873214285714,812
Covington County,28031,Mississippi,322.842954433498,812
Coweta County,13077,Georgia,190.900830049261,812
Cowley County,20035,Kansas,248.044653940887,812
Cowlitz County,53015,Washington,177.947995073892,812
Craig County,40035,Oklahoma,282.558023399015,812
Craig County,51045,Virginia,152.674793103448,812
Craighead County,5031,Arkansas,293.665839901478,812
Crane County,48103,Texas,200.299665024631,812
Craven County,37049,North Carolina,203.849054187192,812
Crawford County,5033,Arkansas,215.278262315271,812
Crawford County,13079,Georgia,109.491150246305,812
Crawford County,17033,Illinois,280.519284482759,812
Crawford County,18025,Indiana,194.573616995074,812
Crawford County,19047,Iowa,225.731142857143,812
Crawford County,20037,Kansas,262.777387931035,812
Crawford County,26039,Michigan,148.504833743842,812
Crawford County,29055,Missouri,191.684716748768,812
Crawford County,39033,Ohio,229.438524630542,812
Crawford County,42039,Pennsylvania,200.742883004926,812
Crawford County,55023,Wisconsin,216.210082512315,812
Creek County,40037,Oklahoma,218.080267241379,812
Crenshaw County,1041,Alabama,230.352429802956,812
Crisp County,13081,Georgia,174.479171182266,812
Crittenden County,5035,Arkansas,255.879254926108,812
Crittenden County,21055,Kentucky,210.377736453202,812
Crockett County,47033,Tennessee,305.752778325123,812
Crockett County,48105,Texas,227.249458128079,812
Crook County,41013,Oregon,209.784516009852,812
Crook County,56011,Wyoming,134.779467980296,812
Crosby County,48107,Texas,258.090490147783,812
Cross County,5037,Arkansas,245.097853448276,812
Crow Wing County,27035,Minnesota,210.134839901478,812
Crowley County,8025,Colorado,450.855520935961,812
Culberson County,48109,Texas,139.262965517241,812
Culebra Municipio,72049,Puerto Rico,48.355763546798,812
Cullman County,1043,Alabama,251.705320197044,812
Culpeper County,51047,Virginia,185.80477955665,812
Cumberland County,17035,Illinois,258.694006157636,812
Cumberland County,21057,Kentucky,276.097415024631,812
Cumberland County,23005,Maine,141.819530788177,812
Cumberland County,34011,New Jersey,227.472636699507,812
Cumberland County,37051,North Carolina,218.02731773399,812
Cumberland County,42041,Pennsylvania,173.216764778325,812
Cumberland County,47035,Tennessee,228.416548029557,812
Cumberland County,51049,Virginia,90.5666096059113,812
Cuming County,31039,Nebraska,92.2879655172414,812
Currituck County,37053,North Carolina,151.386935960591,812
Curry County,35009,New Mexico,220.34861453202,812
Curry County,41015,Oregon,121.245678571429,812
Custer County,8027,Colorado,73.9450726600985,812
Custer County,16037,Idaho,64.6730369458128,812
Custer County,30017,Montana,217.855640394089,812
Custer County,31041,Nebraska,62.1077290640394,812
Custer County,40039,Oklahoma,231.689960591133,812
Custer County,46033,South Dakota,183.095626847291,812
Cuyahoga County,39035,Ohio,187.533688423645,812
Dade County,13083,Georgia,168.36061453202,812
Dade County,29057,Missouri,140.206133004926,812
Daggett County,49009,Utah,0,812
Dakota County,27037,Minnesota,220.973944581281,812
Dakota County,31043,Nebraska,169.287330049261,812
Dale County,1045,Alabama,224.450910098522,812
Dallam County,48111,Texas,234.069593596059,812
Dallas County,1047,Alabama,192.781221674877,812
Dallas County,5039,Arkansas,196.352052955665,812
Dallas County,19049,Iowa,211.96214408867,812
Dallas County,29059,Missouri,189.953445812808,812
Dallas County,48113,Texas,189.404370689655,812
Dane County,55025,Wisconsin,197.614251231527,812
Daniels County,30019,Montana,127.816488916256,812
Danville City,51590,Virginia,235.609041871921,812
Dare County,37055,North Carolina,169.253899014778,812
Darke County,39037,Ohio,207.11859729064,812
Darlington County,45031,South Carolina,243.59900862069,812
Dauphin County,42043,Pennsylvania,182.940626847291,812
Davidson County,37057,North Carolina,221.197139162562,812
Davidson County,47037,Tennessee,237.688480295567,812
Davie County,37059,North Carolina,223.052253694581,812
Daviess County,18027,Indiana,189.745506157635,812
Daviess County,21059,Kentucky,263.463631773399,812
Daviess County,29061,Missouri,169.16759729064,812
Davis County,19051,Iowa,133.839600985222,812
Davis County,49011,Utah,242.694465517241,812
Davison County,46035,South Dakota,250.459298029557,812
Dawes County,31045,Nebraska,68.3942795566503,812
Dawson County,13085,Georgia,223.257917487685,812
Dawson County,30021,Montana,222.855938423645,812
Dawson County,31047,Nebraska,103.919080049261,812
Dawson County,48115,Texas,186.625507389163,812
Day County,46037,South Dakota,178.099166256158,812
De Baca County,35011,New Mexico,212.699112068966,812
De Soto Parish,22031,Louisiana,215.493695812808,812
De Witt County,17039,Illinois,232.405662561576,812
Deaf Smith County,48117,Texas,219.949772167488,812
Dearborn County,18029,Indiana,232.754589901478,812
Decatur County,13087,Georgia,231.338092364532,812
Decatur County,18031,Indiana,222.99081773399,812
Decatur County,19053,Iowa,148.064935960591,812
Decatur County,20039,Kansas,131.603929802956,812
Decatur County,47039,Tennessee,264.974188423645,812
Deer Lodge County,30023,Montana,229.786251231527,812
Defiance County,39039,Ohio,228.624866995074,812
DeKalb County,1049,Alabama,225.653980295567,812
DeKalb County,13089,Georgia,169.186986453202,812
DeKalb County,17037,Illinois,192.035666256158,812
DeKalb County,18033,Indiana,223.538799261084,812
DeKalb County,29063,Missouri,142.753886699507,812
DeKalb County,47041,Tennessee,259.738588669951,812
Del Norte County,6015,California,182.608054187192,812
Delaware County,18035,Indiana,187.336504926108,812
Delaware County,19055,Iowa,197.36575862069,812
Delaware County,36025,New York,150.11320320197,812
Delaware County,39041,Ohio,182.317853448276,812
Delaware County,40041,Oklahoma,220.248290640394,812
Delaware County,42045,Pennsylvania,167.448156403941,812
Delta County,8029,Colorado,163.471172413793,812
Delta County,26041,Michigan,237.501919950739,812
Delta County,48119,Texas,260.397172413793,812
Denali Borough,2068,Alaska,80.1637869458128,812
Dent County,29065,Missouri,174.515766009852,812
Denton County,48121,Texas,174.029977832512,812
Denver County,8031,Colorado,200.131976600985,812
Des Moines County,19057,Iowa,200.15988546798,812
Deschutes County,41017,Oregon,200.370151477833,812
Desha County,5041,Arkansas,220.181126847291,812
DeSoto County,12027,Florida,211.855977832512,812
DeSoto County,28033,Mississippi,233.368539408867,812
Deuel County,31049,Nebraska,8.44358128078818,812
Deuel County,46039,South Dakota,169.317278325123,812
Dewey County,40043,Oklahoma,149.893300492611,812
Dewey County,46041,South Dakota,442.969331280788,812
DeWitt County,48123,Texas,270.606066502463,812
Dickens County,48125,Texas,97.5307032019705,812
Dickenson County,51051,Virginia,190.801541871921,812
Dickey County,38021,North Dakota,236.017408866995,812
Dickinson County,19059,Iowa,201.969618226601,812
Dickinson County,20041,Kansas,217.861467980296,812
Dickinson County,26043,Michigan,247.866830049261,812
Dickson County,47043,Tennessee,252.962077586207,812
Dillingham Census Area,2070,Alaska,293.727724137931,812
Dillon County,45033,South Carolina,272.488325123153,812
Dimmit County,48127,Texas,480.190948275862,812
Dinwiddie County,51053,Virginia,158.54447044335,812
District of Columbia,11001,District of Columbia,168.311895320197,812
Divide County,38023,North Dakota,110.09765270936,812
Dixie County,12029,Florida,197.647415024631,812
Dixon County,31051,Nebraska,71.9556157635468,812
Doña Ana County,35013,New Mexico,248.852630541872,812
Doddridge County,54017,West Virginia,204.481892857143,812
Dodge County,13091,Georgia,210.157507389163,812
Dodge County,27039,Minnesota,228.574333743842,812
Dodge County,31053,Nebraska,117.053181034483,812
Dodge County,55027,Wisconsin,266.434323891626,812
Dolores County,8033,Colorado,66.2807315270936,812
Doniphan County,20043,Kansas,262.7041908867,812
Donley County,48129,Texas,250.024807881773,812
Dooly County,13093,Georgia,140.149458128079,812
Door County,55029,Wisconsin,212.668536945813,812
Dorado Municipio,72051,Puerto Rico,141.948821428571,812
Dorchester County,24019,Maryland,80.9485221674877,812
Dorchester County,45035,South Carolina,295.681027093596,812
Dougherty County,13095,Georgia,190.455722906404,812
Douglas County,8035,Colorado,189.810476600985,812
Douglas County,13097,Georgia,205.115660098522,812
Douglas County,17041,Illinois,279.717666256158,812
Douglas County,20045,Kansas,178.768291871921,812
Douglas County,27041,Minnesota,243.822401477833,812
Douglas County,29067,Missouri,160.50485591133,812
Douglas County,31055,Nebraska,108.769759852217,812
Douglas County,32005,Nevada,126.776381773399,812
Douglas County,41019,Oregon,152.907753694581,812
Douglas County,46043,South Dakota,148.238593596059,812
Douglas County,53017,Washington,218.963349753695,812
Douglas County,55031,Wisconsin,230.137108374384,812
Drew County,5043,Arkansas,214.907206896552,812
Dubois County,18037,Indiana,257.814954433498,812
Dubuque County,19061,Iowa,229.455782019704,812
Duchesne County,49013,Utah,50.1493054187192,812
Dukes County,25007,Massachusetts,164.592045566502,812
Dundy County,31057,Nebraska,46.7005455665025,812
Dunklin County,29069,Missouri,219.05886453202,812
Dunn County,38025,North Dakota,170.114433497537,812
Dunn County,55033,Wisconsin,250.860422413793,812
DuPage County,17043,Illinois,196.794309113301,812
Duplin County,37061,North Carolina,246.35363546798,812
Durham County,37063,North Carolina,190.183995073892,812
Dutchess County,36027,New York,188.086482758621,812
Duval County,12031,Florida,228.840407635468,812
Duval County,48131,Texas,250.246082512315,812
Dyer County,47045,Tennessee,294.636524630542,812
Eagle County,8037,Colorado,248.12838546798,812
Early County,13099,Georgia,215.752918719212,812
East Baton Rouge Parish,22033,Louisiana,206.663959359606,812
East Carroll Parish,22035,Louisiana,274.450501231527,812
East Feliciana Parish,22037,Louisiana,296.641283251232,812
Eastland County,48133,Texas,125.13146182266,812
Eaton County,26045,Michigan,208.97138546798,812
Eau Claire County,55035,Wisconsin,248.146014778325,812
Echols County,13101,Georgia,154.940011083744,812
Ector County,48135,Texas,193.99422044335,812
Eddy County,35015,New Mexico,249.977280788177,812
Eddy County,38027,North Dakota,222.611836206897,812
Edgar County,17045,Illinois,252.44831773399,812
Edgecombe County,37065,North Carolina,225.563822660099,812
Edgefield County,45037,South Carolina,210.367040640394,812
Edmonson County,21061,Kentucky,167.041697044335,812
Edmunds County,46045,South Dakota,169.274666256158,812
Edwards County,17047,Illinois,210.023979064039,812
Edwards County,20047,Kansas,118.70724137931,812
Edwards County,48137,Texas,127.614769704434,812
Effingham County,13103,Georgia,175.132896551724,812
Effingham County,17049,Illinois,268.065726600985,812
El Dorado County,6017,California,133.704584975369,812
El Paso County,8041,Colorado,220.155238916256,812
El Paso County,48141,Texas,213.062451970443,812
Elbert County,8039,Colorado,147.705862068966,812
Elbert County,13105,Georgia,197.176536945813,812
Elk County,20049,Kansas,132.206626847291,812
Elk County,42047,Pennsylvania,202.005854679803,812
Elkhart County,18039,Indiana,225.856469211823,812
Elko County,32007,Nevada,189.216193349754,812
Elliott County,21063,Kentucky,255.512805418719,812
Ellis County,20051,Kansas,212.796747536946,812
Ellis County,40045,Oklahoma,133.747863300493,812
Ellis County,48139,Texas,227.386030788177,812
Ellsworth County,20053,Kansas,271.250794334975,812
Elmore County,1051,Alabama,246.212913793103,812
Elmore County,16039,Idaho,223.681242610837,812
Emanuel County,13107,Georgia,219.310349753695,812
Emery County,49015,Utah,200.178490147783,812
Emmet County,19063,Iowa,207.46577955665,812
Emmet County,26047,Michigan,161.121252463054,812
Emmons County,38029,North Dakota,139.036028325123,812
Emporia City,51595,Virginia,151.810019704434,812
Erath County,48143,Texas,173.644789408867,812
Erie County,36029,New York,196.850201970443,812
Erie County,39043,Ohio,225.001699507389,812
Erie County,42049,Pennsylvania,182.474471674877,812
Escambia County,1053,Alabama,233.157434729064,812
Escambia County,12033,Florida,220.880671182266,812
Esmeralda County,32009,Nevada,45.1418805418719,812
Essex County,25009,Massachusetts,224.513007389163,812
Essex County,34013,New Jersey,230.128745073892,812
Essex County,36031,New York,131.195945812808,812
Essex County,50009,Vermont,156.683488916256,812
Essex County,51057,Virginia,163.95625,812
Estill County,21065,Kentucky,243.607693349754,812
Etowah County,1055,Alabama,242.327907635468,812
Eureka County,32011,Nevada,33.6864285714286,812
Evangeline Parish,22039,Louisiana,203.143895320197,812
Evans County,13109,Georgia,179.816380541872,812
Fairbanks North Star Borough,2090,Alaska,244.473054187192,812
Fairfax City,51600,Virginia,62.0301243842365,812
Fairfax County,51059,Virginia,132.98577955665,812
Fairfield County,9001,Connecticut,186.132869458128,812
Fairfield County,39045,Ohio,210.392226600985,812
Fairfield County,45039,South Carolina,227.898901477833,812
Fajardo Municipio,72053,Puerto Rico,115.672568965517,812
Fall River County,46047,South Dakota,212.73334729064,812
Fallon County,30025,Montana,167.420161330049,812
Falls Church City,51610,Virginia,108.239908866995,812
Falls County,48145,Texas,181.108607142857,812
Fannin County,13111,Georgia,164.122092364532,812
Fannin County,48147,Texas,164.345802955665,812
Faribault County,27043,Minnesota,228.481540640394,812
Faulk County,46049,South Dakota,131.991424876847,812
Faulkner County,5045,Arkansas,239.485482758621,812
Fauquier County,51061,Virginia,157.356795566502,812
Fayette County,1057,Alabama,257.999721674877,812
Fayette County,13113,Georgia,168.664571428571,812
Fayette County,17051,Illinois,281.855541871921,812
Fayette County,18041,Indiana,245.324532019704,812
Fayette County,19065,Iowa,171.661683497537,812
Fayette County,21067,Kentucky,252.190701970443,812
Fayette County,39047,Ohio,231.151480295567,812
Fayette County,42051,Pennsylvania,206.682854679803,812
Fayette County,47047,Tennessee,238.014986453202,812
Fayette County,48149,Texas,157.09671182266,812
Fayette County,54019,West Virginia,263.538549261084,812
Fentress County,47049,Tennessee,261.0786908867,812
Fergus County,30027,Montana,184.149520935961,812
Ferry County,53019,Washington,137.959449507389,812
Fillmore County,27045,Minnesota,190.554369458128,812
Fillmore County,31059,Nebraska,61.2155997536946,812
Finney County,20055,Kansas,270.103830049261,812
Fisher County,48151,Texas,84.4705615763547,812
Flagler County,12035,Florida,167.826738916256,812
Flathead County,30029,Montana,241.343996305419,812
Fleming County,21069,Kentucky,217.15788546798,812
Florence County,45041,South Carolina,259.977554187192,812
Florence County,55037,Wisconsin,184.026578817734,812
Florida Municipio,72054,Puerto Rico,146.462167487685,812
Floyd County,13115,Georgia,237.336943349754,812
Floyd County,18043,Indiana,207.365588669951,812
Floyd County,19067,Iowa,188.736550492611,812
Floyd County,21071,Kentucky,300.907325123153,812
Floyd County,48153,Texas,269.159353448276,812
Floyd County,51063,Virginia,132.896071428571,812
Fluvanna County,51065,Virginia,156.070181034483,812
Foard County,48155,Texas,48.7279544334975,812
Fond du Lac County,55039,Wisconsin,264.447889162562,812
Ford County,17053,Illinois,283.656963054187,812
Ford County,20057,Kansas,270.724252463054,812
Forest County,42053,Pennsylvania,251.012657635468,812
Forest County,55041,Wisconsin,240.711289408867,812
Forrest County,28035,Mississippi,252.830017241379,812
Forsyth County,13117,Georgia,192.812447044335,812
Forsyth County,37067,North Carolina,207.865386699507,812
Fort Bend County,48157,Texas,194.139584975369,812
Foster County,38031,North Dakota,209.014299261084,812
Fountain County,18045,Indiana,278.81514408867,812
Franklin City,51620,Virginia,252.333985221675,812
Franklin County,1059,Alabama,268.381955665025,812
Franklin County,5047,Arkansas,179.428235221675,812
Franklin County,12037,Florida,210.806971674877,812
Franklin County,13119,Georgia,192.870130541872,812
Franklin County,16041,Idaho,134.832514778325,812
Franklin County,17055,Illinois,274.035471674877,812
Franklin County,18047,Indiana,158.873407635468,812
Franklin County,19069,Iowa,203.183636699507,812
Franklin County,20059,Kansas,229.787996305419,812
Franklin County,21073,Kentucky,230.584976600985,812
Franklin County,23007,Maine,159.651168719212,812
Franklin County,25011,Massachusetts,129.166444581281,812
Franklin County,28037,Mississippi,192.84821182266,812
Franklin County,29071,Missouri,187.75496182266,812
Franklin County,31061,Nebraska,44.2754458128079,812
Franklin County,36033,New York,162.677198275862,812
Franklin County,37069,North Carolina,250.651158866995,812
Franklin County,39049,Ohio,189.151979064039,812
Franklin County,42055,Pennsylvania,224.148938423645,812
Franklin County,47051,Tennessee,260.123896551724,812
Franklin County,48159,Texas,158.80664408867,812
Franklin County,50011,Vermont,165.932844827586,812
Franklin County,51067,Virginia,164.3999408867,812
Franklin County,53021,Washington,294.00054679803,812
Franklin Parish,22041,Louisiana,287.370704433498,812
Frederick County,24021,Maryland,68.5245689655173,812
Frederick County,51069,Virginia,198.204243842365,812
Fredericksburg City,51630,Virginia,154.49224137931,812
Freeborn County,27047,Minnesota,256.456630541872,812
Freestone County,48161,Texas,162.309004926108,812
Fremont County,8043,Colorado,272.208187192118,812
Fremont County,16043,Idaho,135.62874137931,812
Fremont County,19071,Iowa,153.923188423645,812
Fremont County,56013,Wyoming,300.775412561576,812
Fresno County,6019,California,218.967793103448,812
Frio County,48163,Texas,244.837715517241,812
Frontier County,31063,Nebraska,39.7539014778325,812
Fulton County,5049,Arkansas,176.373762315271,812
Fulton County,13121,Georgia,175.842383004926,812
Fulton County,17057,Illinois,250.981921182266,812
Fulton County,18049,Indiana,207.017919950739,812
Fulton County,21075,Kentucky,143.310213054187,812
Fulton County,36035,New York,203.275907635468,812
Fulton County,39051,Ohio,208.546318965517,812
Fulton County,42057,Pennsylvania,236.744766009852,812
Furnas County,31065,Nebraska,79.9597118226601,812
Gadsden County,12039,Florida,253.409769704434,812
Gage County,31067,Nebraska,83.4871650246305,812
Gaines County,48165,Texas,83.7979408866995,812
Galax City,51640,Virginia,328.051513546798,812
Gallatin County,17059,Illinois,220.669868226601,812
Gallatin County,21077,Kentucky,195.178087438424,812
Gallatin County,30031,Montana,257.321305418719,812
Gallia County,39053,Ohio,213.348540640394,812
Galveston County,48167,Texas,240.918756157636,812
Garden County,31069,Nebraska,17.7656342364532,812
Garfield County,8045,Colorado,208.587174876847,812
Garfield County,30033,Montana,61.0868879310345,812
Garfield County,31071,Nebraska,36.2765701970443,812
Garfield County,40047,Oklahoma,212.995928571429,812
Garfield County,49017,Utah,66.2454950738916,812
Garfield County,53023,Washington,83.7991859605911,812
Garland County,5051,Arkansas,201.536689655172,812
Garrard County,21079,Kentucky,227.448406403941,812
Garrett County,24023,Maryland,59.9252093596059,812
Garvin County,40049,Oklahoma,216.560520935961,812
Garza County,48169,Texas,144.84132635468,812
Gasconade County,29073,Missouri,188.815709359606,812
Gaston County,37071,North Carolina,249.977592364532,812
Gates County,37073,North Carolina,126.049906403941,812
Geary County,20061,Kansas,248.902987684729,812
Geauga County,39055,Ohio,147.296963054187,812
Gem County,16045,Idaho,166.791949507389,812
Genesee County,26049,Michigan,214.933435960591,812
Genesee County,36037,New York,203.864169950739,812
Geneva County,1061,Alabama,208.320343596059,812
Gentry County,29075,Missouri,264.747400246305,812
George County,28039,Mississippi,246.441121921182,812
Georgetown County,45043,South Carolina,216.876869458128,812
Gibson County,18051,Indiana,296.189976600985,812
Gibson County,47053,Tennessee,303.829996305419,812
Gila County,4007,Arizona,272.480323891626,812
Gilchrist County,12041,Florida,204.028426108374,812
Giles County,47055,Tennessee,272.813523399015,812
Giles County,51071,Virginia,203.172511083744,812
Gillespie County,48171,Texas,168.219283251232,812
Gilliam County,41021,Oregon,45.0872931034483,812
Gilmer County,13123,Georgia,187.082647783251,812
Gilmer County,54021,West Virginia,216.756951970443,812
Gilpin County,8047,Colorado,97.2517561576355,812
Glacier County,30035,Montana,240.153620689655,812
Glades County,12043,Florida,111.40010591133,812
Gladwin County,26051,Michigan,184.310487684729,812
Glascock County,13125,Georgia,124.520624384236,812
Glasscock County,48173,Texas,49.383447044335,812
Glenn County,6021,California,196.745993842365,812
Gloucester County,34015,New Jersey,206.314454433498,812
Gloucester County,51073,Virginia,165.742431034483,812
Glynn County,13127,Georgia,233.567366995074,812
Gogebic County,26053,Michigan,193.581073891626,812
Golden Valley County,30037,Montana,39.7508780788177,812
Golden Valley County,38033,North Dakota,145.461465517241,812
Goliad County,48175,Texas,119.067983990148,812
Gonzales County,48177,Texas,190.665956896552,812
Goochland County,51075,Virginia,138.292198275862,812
Goodhue County,27049,Minnesota,242.231333743842,812
Gooding County,16047,Idaho,177.942254926108,812
Gordon County,13129,Georgia,241.875467980296,812
Goshen County,56015,Wyoming,226.179263546798,812
Gosper County,31073,Nebraska,35.4605615763547,812
Gove County,20063,Kansas,211.546083743842,812
Grady County,13131,Georgia,197.555274630542,812
Grady County,40051,Oklahoma,210.162907635468,812
Grafton County,33009,New Hampshire,167.716539408867,812
Graham County,4009,Arizona,263.527209359606,812
Graham County,20065,Kansas,142.503853448276,812
Graham County,37075,North Carolina,211.917194581281,812
Grainger County,47057,Tennessee,247.483087438424,812
Grand County,8049,Colorado,182.960131773399,812
Grand County,49019,Utah,185.347721674877,812
Grand Forks County,38035,North Dakota,273.607846059113,812
Grand Isle County,50013,Vermont,101.245662561576,812
Grand Traverse County,26055,Michigan,158.978783251232,812
Granite County,30039,Montana,93.4852746305419,812
Grant County,5053,Arkansas,204.78475,812
Grant County,18053,Indiana,226.38009729064,812
Grant County,20067,Kansas,248.148365763547,812
Grant County,21081,Kentucky,237.664285714286,812
Grant County,27051,Minnesota,189.53392364532,812
Grant County,31075,Nebraska,0,812
Grant County,35017,New Mexico,208.435475369458,812
Grant County,38037,North Dakota,101.002544334975,812
Grant County,40053,Oklahoma,168.656371921182,812
Grant County,41023,Oregon,184.703410098522,812
Grant County,46051,South Dakota,230.972429802956,812
Grant County,53025,Washington,226.205669950739,812
Grant County,54023,West Virginia,270.067248768473,812
Grant County,55043,Wisconsin,210.864823891626,812
Grant Parish,22043,Louisiana,208.241339901478,812
Granville County,37077,North Carolina,202.898480295567,812
Gratiot County,26057,Michigan,226.415737684729,812
Graves County,21083,Kentucky,260.77336453202,812
Gray County,20069,Kansas,151.246663793103,812
Gray County,48179,Texas,238.641435960591,812
Grays Harbor County,53027,Washington,185.38609729064,812
Grayson County,21085,Kentucky,262.079857142857,812
Grayson County,48181,Texas,171.264821428571,812
Grayson County,51077,Virginia,217.881307881773,812
Greeley County,20071,Kansas,140.645982758621,812
Greeley County,31077,Nebraska,47.2015689655172,812
Green County,21087,Kentucky,285.082612068966,812
Green County,55045,Wisconsin,211.338842364532,812
Green Lake County,55047,Wisconsin,223.085280788177,812
Greenbrier County,54025,West Virginia,233.159406403941,812
Greene County,1063,Alabama,176.583145320197,812
Greene County,5055,Arkansas,300.951811576355,812
Greene County,13133,Georgia,177.638591133005,812
Greene County,17061,Illinois,228.680975369458,812
Greene County,18055,Indiana,191.55759729064,812
Greene County,19073,Iowa,150.130492610837,812
Greene County,28041,Mississippi,194.355740147783,812
Greene County,29077,Missouri,205.742908866995,812
Greene County,36039,New York,156.294963054187,812
Greene County,37079,North Carolina,233.422560344828,812
Greene County,39057,Ohio,191.225426108374,812
Greene County,42059,Pennsylvania,198.295818965517,812
Greene County,47059,Tennessee,274.491694581281,812
Greene County,51079,Virginia,168.427018472906,812
Greenlee County,4011,Arizona,190.213759852217,812
Greensville County,51081,Virginia,240.536717980296,812
Greenup County,21089,Kentucky,294.383320197044,812
Greenville County,45045,South Carolina,283.534075123153,812
Greenwood County,20073,Kansas,234.67364408867,812
Greenwood County,45047,South Carolina,273.624386699507,812
Greer County,40055,Oklahoma,164.182025862069,812
Gregg County,48183,Texas,161.048922413793,812
Gregory County,46053,South Dakota,185.803142857143,812
Grenada County,28043,Mississippi,224.211717980296,812
Griggs County,38039,North Dakota,152.905852216749,812
Grimes County,48185,Texas,250.723229064039,812
Grundy County,17063,Illinois,212.674443349754,812
Grundy County,19075,Iowa,169.022839901478,812
Grundy County,29079,Missouri,210.347330049261,812
Grundy County,47061,Tennessee,247.681248768473,812
Guánica Municipio,72055,Puerto Rico,61.5403485221675,812
Guadalupe County,35019,New Mexico,180.948564039409,812
Guadalupe County,48187,Texas,196.47509729064,812
Guayama Municipio,72057,Puerto Rico,91.179513546798,812
Guayanilla Municipio,72059,Puerto Rico,78.5331588669951,812
Guaynabo Municipio,72061,Puerto Rico,146.490955665025,812
Guernsey County,39059,Ohio,228.774194581281,812
Guilford County,37081,North Carolina,187.580602216749,812
Gulf County,12045,Florida,262.820294334975,812
Gunnison County,8051,Colorado,156.483349753695,812
Gurabo Municipio,72063,Puerto Rico,123.968612068966,812
Guthrie County,19077,Iowa,174.089024630542,812
